PROVIDERID,PROVIDERNAME,PROVIDERSERVICETYPE,STREETADDRESS,CITY,STATE,ZIP,COUNTY,COMMUNITY,POINT_X,POINT_Y,AWARDDATE,EXPIRATIONDATE,QRISRATINGLEVEL,TOTALLICENSEDCAPACITY,CCCAPCHILDCOUNT_D1,CCCAPCASECOUNT_D1,CCCAPFAEXPDATE_D1,CCCAPTOTALAUTH_D1,CCCAPFASTATUS_D1,CCCAPFAEXPDATE_D2,CCCAPTOTALAUTH_D2,CCCAPFASTATUS_D2,YEAR_MONTH
93892,BARBARA SPEARS,Day care home,4133 Morley CIR,Colorado Springs,CO,80916,El Paso,Colorado Springs,-104.750874,38.793154, , ,Level 1,6,6,4,12/31/2017 0:00,7,1,12/31/2017 0:00,8,1,20170930
93900,MICHELLE CORTESE,Large day care home,870 S Camino de Bravo,Pueblo West,CO,81007,Pueblo,Pueblo West,-104.778724,38.311375, , ,Level 1,12, , , , , , , , ,20170930
93912,ADAMS COUNTY YMCA WESTERN HILLS,School age child care,7700 N Delta,Denver,CO,80221,Denver,West Adams,-104.991659,39.836681, , , ,40,2,2,12/31/2019 0:00,3,1,12/31/2019 0:00,14,1,20170930
94075,DIANE EMILY,Day care home,6959 S Valentia ST,Englewood,CO,80112,Arapahoe,Southwest Arapahoe,-104.892284,39.592266, , ,Level 1,6, , , , , , , , ,20170930
94272,FLORENCE CRITTENTON ECE CENTER,Day care center,96 S Zuni ST,Denver,CO,80223,Denver,Denver,-105.015402,39.715352,6/30/2015 0:00,6/30/2018 0:00,Level 3,114,34,31,6/30/2020 0:00,102,1,6/30/2020 0:00,135,1,20170930
94387,CAMP BELLEVIEW,School age child care,4851 S Dayton ST,Englewood,CO,80111,Arapahoe,Southwest Arapahoe,-104.875915,39.629128, , , ,150, , ,11/30/2018 0:00,3,1,11/30/2018 0:00,2,1,20170930
94388,TRACIE HASTINGS,Experienced Child Care Provider,14233 E Iowa DR,Aurora,CO,80012,Arapahoe,South Aurora,-104.821756,39.687154, , ,Level 1,9,6,2,6/30/2020 0:00,6,1,6/30/2020 0:00,6,1,20170930
94394,JANETTE BARBER,Day care home,8022 Decatur ST,Westminster,CO,80030,Adams,West Adams,-105.019605,39.842428, , ,Level 1,6, , , , , , , , ,20170930
94441,COTTONWOOD CREEK SCHOOLAGE CHILDCARE,School age child care,11200 E Orchard,Englewood,CO,80111,Arapahoe,Southwest Arapahoe,-104.858873,39.608892, , , ,124,8,4,5/31/2018 0:00,8,1,5/31/2018 0:00,1,1,20170930
94458,MARLA MANZANARES HOFFMAN,Day care home,8209 Estes CT,Arvada,CO,80005,Jefferson,Northeast Jefferson,-105.096312,39.845793, , ,Level 1,6,1,1,10/31/2018 0:00,1,1,10/31/2018 0:00,1,1,20170930
94613,AMBER ANDERSON,Experienced Child Care Provider,27683 Winchester TRL,Steamboat Springs,CO,80477,Routt,Steamboat Springs,-106.904288,40.513483, , ,Level 1,9, , , , , , , , ,20170930
94616,DEBRA FERGUSON,Large day care home,2966 Music CT,Grand Junction,CO,81504,Mesa,Grand Junction,-108.503063,39.097044, , ,Level 1,12, , ,7/31/2017 0:00,0,1,7/31/2018 0:00,0,1,20170930
94883,CALHAN RJT 1 PRESCHOOL,Preschool,800 Bulldog DR,Calhan,CO,80808,El Paso,Black Forest-Peyton,-104.29549,39.033235,2/29/2016 0:00,2/28/2019 0:00,Level 2,15, , , , , , , , ,20170930
95004,CYNTHIA ROYS KUEHN,Day care home,215 Acadia AVE,Lafayette,CO,80026,Boulder,Lafayette-Louisville,-105.090252,40.011023, , ,Level 1,6,7,4,3/31/2018 0:00,8,1,3/31/2018 0:00,8,1,20170930
95016,ELIZABETH PEREZ,Experienced Child Care Provider,7265 Goldfield DR,Colorado Springs,CO,80911,El Paso,Fountain,-104.686746,38.727292, , ,Level 2,9, , , , , , , , ,20170930
95040,CHRIST UNITED METHODIST CHURCH PRS,Preschool,301 E Drake RD,Fort Collins,CO,80525,Larimer,Fort Collins,-105.073512,40.551923, , ,Level 1,40, , , , , , , , ,20170930
95125,"SUPERIOR CHILD CARE, INC.",Day care center,4601 W 9th ST,Greeley,CO,80634,Weld,Greeley,-104.752706,40.424635,1/31/2017 0:00,1/31/2020 0:00,Level 4,73,59,30,3/31/2020 0:00,70,1,3/31/2020 0:00,56,1,20170930
95126,WOODLAND PK SCH DIST PRS ACTIVE LEARN,Day care center,100 Panther WAY,Woodland Park,CO,80863,Teller,Divide,-105.04565,38.993771,2/28/2017 0:00,2/29/2020 0:00,Level 4,32, , , , , , , , ,20170930
95359,SHERIDAN EARLY CHILDHOOD CENTER PRESCHOOL,Day care center,4107 S Federal BLVD,Sheridan,CO,80110,Arapahoe,Southwest Arapahoe,-105.026661,39.640529, , ,Level 4,195, , , , , , , , ,20170930
95400,ANGELA BUTLER,Large day care home,4314 Villager DR,Colorado Springs,CO,80911,El Paso,Fountain,-104.725048,38.768364, , ,Level 1,12, , , , , , , , ,20170930
95424,CHARLOTTE DUERR,Experienced Child Care Provider,1004 Juliana DR,Loveland,CO,80537,Larimer,Loveland,-105.106983,40.381261, , ,Level 3,8, , ,12/31/2018 0:00,0,1,12/31/2018 0:00,0,1,20170930
95448,CHEYENNE WELLS PRESCHOOLS,Preschool,395 N 5th W,Cheyenne Wells,CO,80810,Cheyenne,Cheyenne Wells,-102.352722,38.825208,3/16/2016 0:00,3/16/2019 0:00,Level 2,15, , , , , , , , ,20170930
95449,RUDY ADVENTURE CLUB,School age child care,5370 Cracker Barrel CIR,Colorado Springs,CO,80917,El Paso,Colorado Springs,-104.726343,38.89117, , , ,60,8,4,12/31/2017 0:00,9,1,12/31/2017 0:00,16,1,20170930
95477,LESLEY LINTON,Experienced Child Care Provider,16531 CR 16,Fort Morgan,CO,80701,Morgan,Fort Morgan,-103.848982,40.241132, , ,Level 1,9, , , , , , , , ,20170930
95526,KAREN ROLLINS,Experienced Child Care Provider,6080 Estes CT,Arvada,CO,80004,Jefferson,Northeast Jefferson,-105.096185,39.807669,4/7/2017 0:00,4/7/2020 0:00,Level 2,9, , ,1/31/2019 0:00,0,1,1/31/2019 0:00,0,1,20170930
95634,ELLEN KUPER,Day care home,0434 Village DR,Rifle,CO,81650,Garfield,Rifle,-107.801503,39.515159, , ,Level 1,6, , , , , , , , ,20170930
95659,THE ACADEMY ECE OF ARVADA,Day care center,6412  Fig ST,Arvada,CO,80004,Jefferson,Northeast Jefferson,-105.159128,39.813037, , ,Level 1,210, , , , , , , , ,20170930
95778,NORWOOD PRESCHOOL,Preschool,1215 W Summit,Norwood,CO,81423,San Miguel,Norwood,-108.29571,38.132047,6/30/2017 0:00,6/30/2020 0:00,Level 4,15, , , , , , , , ,20170930
95781,CAMP PIKE,Resident Camp,709 County RD,Divide,CO,80814,Teller,Divide,-105.129562,38.884315, , , ,140, , , , , , , , ,20170930
95825,KAREN GREENWELL,Day care home,9148 W Polk DR,Littleton,CO,80123,Jefferson,Northeast Jefferson,-105.099945,39.599332, , ,Level 1,6, , , , , , , , ,20170930
95882,TERESA LIVINGSTON,Large day care home,3403 Curlew DR,Berthoud,CO,80513,Larimer,Berthoud,-105.100926,40.347123,10/14/2016 0:00,10/14/2019 0:00,Level 2,8, , ,12/31/2018 0:00,2,1,12/31/2018 0:00,2,1,20170930
95911,BLANCHE LUCERO,Day Care Home 3,305 Ridgewood,Grand Junction,CO,81505,Mesa,Grand Junction,-108.573101,39.087076, , ,Level 1,6, , , , , , , , ,20170930
96049,MONET BARTON,Day care home,3049 E Cresthill AVE,Littleton,CO,80121,Arapahoe,Southwest Arapahoe,-104.954156,39.603082, , ,Level 1,6, , ,10/31/2017 0:00,0,1,10/31/2017 0:00,0,1,20170930
96203,CONNIE GILLILAND,Day Care Home 3,5281 S Genoa Way,Centennial,CO,80015,Arapahoe,South Aurora,-104.759522,39.620046,2/3/2016 0:00,2/3/2019 0:00,Level 2,6, , , , , , , , ,20170930
96210,SHERRI POELLOT,Day care home,5258 E Spruce AVE,Castle Rock,CO,80104,Douglas,Parker,-104.807201,39.372757, , ,Level 1,6, , , , , , , , ,20170930
96286,KYFFIN SCHOOL AGE ENRICHMENT,School age child care,205 N Flora WAY,Golden,CO,80401,Jefferson,Northeast Jefferson,-105.159223,39.719084, , , ,100,8,5,8/20/2017 0:00,9,1,6/30/2019 0:00,5,1,20170930
96287,LONGMONT CHRISTIAN PRESCHOOL,Day care center,1440 Collyer ST,Longmont,CO,80501,Boulder,Longmont,-105.096919,40.184182, , ,Level 1,50, , , , , , , , ,20170930
96288,POWDERHORN SCHOOL AGE ENRICHMENT,School age child care,12109 W Coal Mine AVE,Littleton,CO,80127,Jefferson,Northeast Jefferson,-105.134675,39.603408, , , ,100, , ,7/31/2019 0:00,3,1,8/31/2019 0:00,5,1,20170930
96289,MORTENSEN SCHOOL AGE ENRICHMENT,School age child care,8006 S Iris WAY,Littleton,CO,80128,Jefferson,Northeast Jefferson,-105.107542,39.571685, , , ,100, , ,9/30/2019 0:00,2,1,9/30/2019 0:00,4,1,20170930
96290,VAN ARSDALE SCHOOL AGE ENRICHMENT,School age child care,7535 Alkire ST,Arvada,CO,80005,Jefferson,Northeast Jefferson,-105.148574,39.833271, , , ,100,8,5,5/31/2019 0:00,10,1,5/31/2019 0:00,4,1,20170930
96291,INDEPENDENCE  ELEMENTARY,School age child care,4700 S Memphis ST,Aurora,CO,80015,Arapahoe,South Aurora,-104.797901,39.631845, , , ,100,3,2,7/31/2017 0:00,11,1,7/31/2020 0:00,19,1,20170930
96293,SONSHINE CENTER,Day care center,6210 Ward RD,Arvada,CO,80004,Jefferson,Northeast Jefferson,-105.137157,39.809667, , ,Level 1,278, , , , , , , , ,20170930
96302,PEACE WITH CHRIST EXTENDED STUDENT,School age child care,3290 S Tower RD,Aurora,CO,80013,Arapahoe,South Aurora,-104.771376,39.657775, , , ,54, , , , , , , , ,20170930
96303,THE ACORN SCHOOL FOR EARLY CHILDHOOD DEV.,Day care center,2845 Wilderness PL,Boulder,CO,80301,Boulder,Boulder,-105.24938,40.02614,7/31/2016 0:00,7/31/2019 0:00,Level 4,88,8,6,5/31/2019 0:00,10,1,5/31/2019 0:00,7,1,20170930
96467,KAREN MENDOZA,Day care home,4421 Rockcress RD,Evans,CO,80620,Weld,Greeley,-104.723549,40.368843, , ,Level 1,6, , , , , ,8/31/2020 0:00,1,1,20170930
96469,WOODLIN PRESCHOOL,Day care center,15400 County Rd L,Woodrow,CO,80757,Washington,Woodlin,-103.517963,39.788253,3/31/2015 0:00,3/31/2018 0:00,Level 2,15, , , , , , , , ,20170930
96472,GYPSUM ELEMENTARY PRESCHOOL,Day care center,601 Hwy 6,Gypsum,CO,81637,Eagle,Eagle-Gypsum,-106.951301,39.645804, , ,Level 4,62,4,3,9/30/2018 0:00,6,1,9/30/2018 0:00,1,1,20170930
96477,CLYDE MILLER ELEMENTARY PRESCHOOL,Preschool,1701 Espana ST,Aurora,CO,80011,Adams,North Aurora,-104.758425,39.746065,4/30/2016 0:00,4/30/2019 0:00,Level 4,15, , , , , , , , ,20170930
96556,KIT CARSON SCHOOL R1,Preschool,102 W 5th AVE,Kit Crason,CO,80825,Cheyenne,Kit Carson,-102.795209,38.766275,2/29/2016 0:00,2/28/2019 0:00,Level 2,15, , , , , , , , ,20170930
96557,THE COLORADO SPRINGS SCHOOL,Day care center,21 Broadmoor AVE,Colorado Springs,CO,80906,El Paso,Colorado Springs,-104.84171,38.790157,5/8/2017 0:00,5/8/2020 0:00,Level 2,68, , , , , , , , ,20170930
96558,CITY OF LAKEWOOD ROONEY RANCH ELEM,School age child care,2200 S Coors AVE,Lakewood,CO,80228,Jefferson,Northeast Jefferson,-105.151632,39.677336, , , ,100, , , , , , , , ,20170930
96559,BETTY ADAMS PRESCHOOL,Day care center,6450 W 95th PL,Westminster,CO,80021,Jefferson,Northeast Jefferson,-105.065575,39.869825,2/23/2017 0:00,2/23/2020 0:00,Level 2,80, , ,10/31/2019 0:00,0,1,10/31/2019 0:00,0,1,20170930
96644,PATRICIA LEWIS,Day care home,3880 Reed ST,Wheatridge,CO,80033,Jefferson,Northeast Jefferson,-105.074072,39.770933, , ,Level 1,6, , , , , , , , ,20170930
96764,JUDITH WEAST,Day care home,912 Palmer AVE,Glenwood Springs,CO,81601,Garfield,Glenwood Springs,-107.320334,39.544857,2/17/2017 0:00,2/17/2020 0:00,Level 2,6, , ,8/31/2018 0:00,0,1,8/31/2018 0:00,0,1,20170930
96943,LINDA KILLIAN,Day care home,18647 E Powers DR,Aurora,CO,80015,Arapahoe,South Aurora,-104.770749,39.614292,2/18/2016 0:00,2/18/2019 0:00,Level 2,6,1,1,2/28/2020 0:00,2,1,2/28/2020 0:00,2,1,20170930
96945,SHERMAN EARLY CHILDHOOD CENTER,Preschool,300 Sherman ST,Fort Morgan,CO,80701,Morgan,Fort Morgan,-103.791974,40.249893, , ,Level 1,100, , , , , , , , ,20170930
96950,CITY OF LAKEWOOD FOOTHILLS ELEMENTARY,School age child care,13165 W Ohio AVE,Lakewood,CO,80228,Jefferson,Northeast Jefferson,-105.14661,39.703059, , , ,100, , , , , , , , ,20170930
96955,ST PIUS X PRE-KINDERGARTEN PROGRAM,Day care center,13680 E 14th PL,Aurora,CO,80011,Arapahoe,South Aurora,-104.829711,39.7377, , ,Level 1,45, , , , , , , , ,20170930
96958,FOSTER PRESCHOOL,Preschool,5300 Saulsbury CT,Arvada,CO,80002,Jefferson,Northeast Jefferson,-105.076422,39.793212,3/7/2017 0:00,3/7/2020 0:00,Level 2,48, , , , , , , , ,20170930
97065,KATHLEEN STUPAR,Experienced Child Care Provider,24992 Webb CT,Pueblo,CO,81006,Pueblo,St. Charles Mesa,-104.54322,38.242714, , ,Level 1,9,2,1,9/30/2018 0:00,3,1,9/30/2018 0:00,0,1,20170930
97154,JANICE GOUDY,Day care home,19173 E Amherst DR,Aurora,CO,80013,Arapahoe,South Aurora,-104.764197,39.665792, , ,Level 1,6, , , , , , , , ,20170930
97158,DOROTHY SPENCER,Day care home,664 Hayloft WAY,Brighton,CO,80601,Adams,Brighton,-104.766165,39.999636,2/28/2017 0:00,2/29/2020 0:00,Level 4,6, , , , , ,6/30/2019 0:00,0,1,20170930
97188,SHAWN BORREGO,Experienced Child Care Provider,1005 Short ST,Canon City,CO,81212,Fremont,Cañon City,-105.229953,38.429915, , ,Level 1,9,1,1,4/30/2018 0:00,1,1,4/30/2018 0:00,1,1,20170930
97193,KELLY SULLIVAN,Day care home,1135 S Truckee WAY,Aurora,CO,80017,Arapahoe,South Aurora,-104.781218,39.695822, , ,Level 1,6, , , , , , , , ,20170930
97223,WESTGATE SCHOOL AGE ENRICHMENT,School age child care,8550 W Vassar DR,Lakewood,CO,80227,Jefferson,Northeast Jefferson,-105.09257,39.668901, , , ,100,31,23,11/30/2019 0:00,38,1,11/30/2019 0:00,24,1,20170930
97246,DPS DISCOVERY LINK @ CORY,School age child care,1550 S Steele ST,Denver,CO,80210,Denver,Denver,-104.949545,39.688828, , , ,75, , ,1/31/2019 0:00,3,1,1/31/2019 0:00,3,1,20170930
97253,POR DIA PRESCHOOL AND DAYCARE,Day care center,1515 S Oak ST,Cortez,CO,81321,Montezuma,Cortez,-108.591964,37.334769,4/30/2016 0:00,4/30/2019 0:00,Level 3,60,8,7,10/31/2019 0:00,9,1,10/31/2019 0:00,7,1,20170930
97256,SARGENT EARLY LEARNING CENTER,Day care center,7090 N Road 2 E,Monte Vista,CO,81144,Rio Grande,Sargent,-106.11175,37.677105,5/31/2017 0:00,5/31/2020 0:00,Level 4,56, , ,1/18/2018 0:00,2,1,3/29/2018 0:00,3,1,20170930
97278,WIDEFIELD CHILDCARE CENTER,Day care center,120 Dartmouth ST,Widefield,CO,80911,El Paso,Fountain,-104.722592,38.735275, , ,Level 1,15, , , , , , , , ,20170930
97432,ELBERT PRESCHOOL DIST 200,Preschool,24489 Main ST,Elbert,CO,80106,Elbert,Elizabeth,-104.538765,39.224339,12/2/2015 0:00,12/2/2018 0:00,Level 2,15, , , , , , , , ,20170930
97434,DPS ECE HARRINGTON ELEMENTARY,Day care center,2401 E 37th AVE,Denver,CO,80205,Denver,Denver,-104.958772,39.768731,1/31/2017 0:00,1/31/2020 0:00,Level 4,60, , , , , , , , ,20170930
97435,SCHLESSMAN FAMILY YMCA CHILD CENTER,Day care center,2625 S Colorado BLVD,Denver,CO,80210,Denver,Denver,-104.941357,39.668922,9/30/2015 0:00,9/30/2018 0:00,Level 2,138,1,1,1/31/2019 0:00,1,1,1/31/2019 0:00,2,1,20170930
97437,HEARTS IN HAND CHILD DEVELOPMENT CENTER,Day care center,2464 Marquette ST,Fort Collins,CO,80525,Larimer,Fort Collins,-105.065923,40.554027, , ,Level 1,95, , , , , , , , ,20170930
97439,EYESTONE BASE CAMP PRESCHOOL,Preschool,4000 Wilson DR,Wellington,CO,80549,Larimer,Timnath-Wellington,-105.001413,40.710241,11/30/2016 0:00,11/30/2019 0:00,Level 2,15, , , , , , , , ,20170930
97459,DEBRA SOUKUP,Day Care Home 3,5436 N Buckskin Pass DR,Colorado Springs,CO,80917,El Paso,Colorado Springs,-104.726801,38.883509, , ,Level 1,6, , , , , , , , ,20170930
97515,PAM SALAZ,Experienced Child Care Provider,2530 East AVE,Rifle,CO,81650,Garfield,Rifle,-107.781217,39.553099, , ,Level 1,9,2,1,6/30/2019 0:00,3,1,6/30/2019 0:00,1,1,20170930
97572,CHILD CARE PARTNERS DBA UNIVERSITY CHILD CARE,Day care center,888 Dahlia,Denver,CO,80220,Denver,Denver,-104.931561,39.730827, , ,Level 4,82, , ,10/31/2019 0:00,0,1,10/31/2019 0:00,0,1,20170930
97573,EAGLES NEST PRESCHOOL,Day care center,1311 N Main ST,Eads,CO,81036,Kiowa,Eads,-102.781614,38.479623,4/26/2016 0:00,4/26/2019 0:00,Level 2,30, , , , , , , , ,20170930
97577,KATHLEEN MCATEE,Experienced Child Care Provider,1924 Larkspur DR,Fort Collins,CO,80521,Larimer,Fort Collins,-105.112613,40.568789, , ,Level 1,9, , , , , , , , ,20170930
97578,PLATEAU VALLEY PRESCHOOL,Day care center,56600 Hwy 330,Collbran,CO,81624,Mesa,Collbran,-107.996513,39.233487,1/12/2016 0:00,1/12/2019 0:00,Level 2,20, , , , , , , , ,20170930
97712,DPS ECE HOLM ELEMENTARY SCHOOL,Day care center,3185 S Willow CT,Denver,CO,80231,Denver,Denver,-104.892631,39.657979,3/31/2016 0:00,3/31/2019 0:00,Level 5,40, , , , , , , , ,20170930
97713,BAYFIELD FAMILY CENTER,School age child care,511 E Mustang LN,Bayfield,CO,81122,La Plata,Bayfield,-107.593673,37.225845, , , ,100,7,4,12/31/2018 0:00,8,1,12/31/2018 0:00,4,1,20170930
97743,CORRINE MARTINEZ,Day Care Home 3,2380 Stacy DR,Denver,CO,80221,Adams,West Adams,-105.015014,39.846313, , ,Level 1,6, , , , , , , , ,20170930
97773,TIMBERLINE BEFORE SCHOOL,School age child care,5500 S Killarney ST,Aurora,CO,80015,Arapahoe,South Aurora,-104.748183,39.616828, , , ,115,9,5,3/31/2018 0:00,9,1,3/31/2018 0:00,10,1,20170930
97785,AKRON BALANCED CHILD DEVELOPMENT CENTER,Day care center,481 Ash AVE,Akron,CO,80720,Washington,Akron,-103.211587,40.163002,9/29/2016 0:00,9/29/2019 0:00,Level 2,67,29,14,8/28/2017 0:00,31,1,9/4/2019 0:00,25,1,20170930
97840,KAREN TORRES,Day care home,2707 W 28th ST,Loveland,CO,80538,Larimer,Loveland,-105.114188,40.420677, , ,Level 1,6,3,1,12/31/2018 0:00,3,1,12/31/2018 0:00,3,1,20170930
97927,FAIRVIEW MONTESSORI SCHOOL,Day care center,1501 Jefferson AVE,Louisville,CO,80027,Boulder,Lafayette-Louisville,-105.13488,39.984851,3/4/2016 0:00,3/4/2019 0:00,Level 2,54, , , , , , , , ,20170930
97941,CINDY WHITAKER,Large day care home,25411 County Road H,Cortez,CO,81321,Montezuma,Cortez,-108.582998,37.32708,11/30/2015 0:00,11/30/2018 0:00,Level 3,12, , , , , , , , ,20170930
98045,DPS ECE NEWLON ELEMENTARY,Day care center,361 Vrain ST,Denver,CO,80219,Denver,Denver,-105.046294,39.721718,1/31/2017 0:00,1/31/2020 0:00,Level 4,40, , , , , , , , ,20170930
98046,FLEMING PRESCHOOL,Preschool,506 N Freemont,Fleming,CO,80728,Logan,Fleming,-102.842119,40.684222, , ,Level 1,15, , ,6/1/2018 0:00,0,1,6/1/2018 0:00,0,1,20170930
98070,JANELL SHOCKEY,Experienced Child Care Provider,12 Posada DR,Pueblo,CO,81005,Pueblo,Pueblo,-104.668689,38.217951, , ,Level 1,9, , , , , , , , ,20170930
98192,RITA PREDMORE,Day care home,8376 Black Gum ST,Parker,CO,80134,Douglas,Parker,-104.802954,39.56435, , ,Level 1,6, , , , , , , , ,20170930
98289,KAREN SCHMIDT,Experienced Child Care Provider,9240 W Virginia CIR,Lakewood,CO,80226,Jefferson,Northeast Jefferson,-105.101919,39.707604, , ,Level 1,9, , , , , , , , ,20170930
98338,LISA COLIN,Day care home,3300 Mowry PL,Westminster,CO,80031,Adams,West Adams,-105.030416,39.869806, , ,Level 1,6, , , , , , , , ,20170930
98348,PEGGY TUCKER,Experienced Child Care Provider,11610 W 60th AVE,Arvada,CO,80004,Jefferson,Northeast Jefferson,-105.129708,39.805381, , ,Level 1,9, , , , , , , , ,20170930
98453,DIANE GONDA,Day Care Home 3,420 Garland ST,Lakewod,CO,80226,Jefferson,Northeast Jefferson,-105.101433,39.722498,11/4/2016 0:00,11/4/2019 0:00,Level 2,6, , , , , , , , ,20170930
98615,KIM BRADLEY,Day care home,9443 Palisade CT,Highlands Ranch,CO,80130,Douglas,Sedalia,-104.90915,39.544475,4/13/2017 0:00,4/13/2020 0:00,Level 2,6, , , , , , , , ,20170930
98728,ELIZABETH TRUMM,Experienced Child Care Provider,10593 Pearlwood CIR,Highlands Ranch,CO,80126,Douglas,Sedalia,-104.951537,39.524001,9/29/2016 0:00,9/29/2019 0:00,Level 2,9, , , , , , , , ,20170930
98730,DEBRA SANDOVAL,Large day care home,1324 Roseville DR,Colorado Springs,CO,80911,El Paso,Fountain,-104.722814,38.757019, , ,Level 1,12,5,3,12/31/2017 0:00,6,1,12/31/2017 0:00,6,1,20170930
98741,DPS ECE PALMER ELEMENTARY SCHOOL,Day care center,995 Grape ST,Denver,CO,80220,Denver,Denver,-104.9252,39.731956,1/31/2017 0:00,1/31/2020 0:00,Level 4,100, , , , , , , , ,20170930
98782,VALERIE DUNN,Experienced Child Care Provider,6687 Prairie Wind DR,Colorado Springs,CO,80923,El Paso,Colorado Springs,-104.734181,38.933378, , ,Level 3,8,1,1,12/31/2017 0:00,4,1,12/31/2017 0:00,1,1,20170930
98962,WIGGINS PRESCHOOL,Day care center,413 Main ST,Wiggins,CO,80654,Morgan,Wiggins,-104.074961,40.231557, , ,Level 4,60, , , , , ,8/31/2018 0:00,0,1,20170930
98963,NEIGHBORHOOD LEARNING CENTER OF NIWOT,Day care center,304 Franklin ST,Niwot,CO,80544,Boulder,Longmont,-105.170897,40.103722,4/30/2017 0:00,4/30/2020 0:00,Level 4,41, , , , , , , , ,20170930
98992,CHERYL BOTINELLY,Day Care Home 3,12235 Bellaire ST,Thornton,CO,80241,Adams,West Adams,-104.937174,39.918837, , ,Level 1,6,1,1,6/16/2019 0:00,1,1,6/16/2019 0:00,1,1,20170930
99022,DPS ECE MCMEEN ELEMENTARY SCHOOL,Day care center,1000 S Holly ST,Denver,CO,80246,Denver,Denver,-104.92051,39.697913,1/31/2017 0:00,1/31/2020 0:00,Level 4,40, , , , , , , , ,20170930
99042,SOMJAI HOLCOMB,Large day care home,6970 Cotton DR,Colorado Springs,CO,80923,El Paso,Colorado Springs,-104.753962,38.933953, , ,Level 1,12, , , , , , , , ,20170930
99169,SHERYL ORTIZ,Experienced Child Care Provider,9574 W David PL,Littleton,CO,80128,Jefferson,Northeast Jefferson,-105.105639,39.573614,8/18/2017 0:00,8/18/2020 0:00,Level 2,9, , , , , ,10/31/2018 0:00,0,1,20170930
99181,IDA TRAINOR,Day care home,7688 Kyle WAY,Littleton,CO,80125,Douglas,Sedalia,-105.080067,39.473672, , ,Level 1,6, , , , , , , , ,20170930
99236,SHARON DEMPSEY,Day care home,19631 E Bethany DR,Aurora,CO,80013,Arapahoe,South Aurora,-104.758219,39.663172, , ,Level 1,6, , ,10/31/2017 0:00,0,1,10/31/2017 0:00,0,1,20170930
99329,DOROTHY MANSFIELD,Experienced Child Care Provider,5535 Pickering CT,Colorado Springs,CO,80911,El Paso,Fountain,-104.726373,38.756533, , ,Level 1,9,4,2,12/31/2017 0:00,4,1,12/31/2017 0:00,5,1,20170930
99428,NATURITA PRE-K,Day care center,141 W Main,Naturita,CO,81422,Montrose,Nucla,-108.568834,38.216685,9/24/2015 0:00,9/24/2018 0:00,Level 2,15, , , , , , , , ,20170930
99434,SHARON STEEL,Day care home,2530 23rd AVE,Greeley,CO,80631,Weld,Greeley,-104.715516,40.396515, , ,Level 1,6, , , , , , , , ,20170930
99762,FLORIDA MESA HEAD START,Day care center,217 Highway 172,Durango,CO,81303,La Plata,Durango,-107.795789,37.225397, , ,Level 4,20, , ,12/31/2018 0:00,0,1,12/31/2018 0:00,1,1,20170930
99763,NEEDHAM HEAD START,Day care center,2425 W 3rd AVE,Durango,CO,81301,La Plata,Durango,-107.878515,37.29073, , ,Level 4,16, , ,12/31/2018 0:00,0,1,12/31/2018 0:00,0,1,20170930
99805,ANGELA ANGUIANO,Day care home,16298 Hobson PL,Monument,CO,80132,El Paso,Black Forest-Peyton,-104.833478,39.066819, , ,Level 1,6, , , , , , , , ,20170930
99890,SHERRY NECKER,Day Care Home 3,10134 Flagstone WAY,Parker,CO,80134,Douglas,Parker,-104.802497,39.531728, , ,Level 1,6, , , , , , , , ,20170930
100046,REGINA MONTOYA,Experienced Child Care Provider,2128 Settlers DR,Pueblo,CO,81008,Pueblo,Pueblo,-104.637271,38.316427,4/17/2017 0:00,4/17/2020 0:00,Level 2,9,2,1,9/30/2018 0:00,2,1,9/30/2018 0:00,2,1,20170930
100122,MELANIE KUNISCH,Experienced Child Care Provider,6509 Fossil Crest DR,Fort Collins,CO,80525,Larimer,Fort Collins,-105.088085,40.495364,10/15/2015 0:00,10/15/2018 0:00,Level 2,9, , , , , , , , ,20170930
100227,CASTLE ACADEMY,Day care center,1354 N Park,Castle Rock,CO,80104,Douglas,Castle Rock,-104.866076,39.383353, , ,Level 1,333, , , , , , , , ,20170930
100266,TRACI BIEHLE,Experienced Child Care Provider,3074 F 3/4 RD,Grand Junction,CO,81504,Mesa,Grand Junction,-108.482473,39.102688,8/27/2015 0:00,8/27/2018 0:00,Level 2,9, , , , , , , , ,20170930
100273,VICKI RICE,Experienced Child Care Provider,7420 Sneffels ST,Colorado Springs,CO,80911,El Paso,Fountain,-104.689985,38.726747, , ,Level 3,9, , , , , , , , ,20170930
100276,JACQUE LINDSAY,Experienced Child Care Provider,4839 Old Brook CIR S,Colorado Springs,CO,80917,El Paso,Colorado Springs,-104.73133,38.901937, , ,Level 1,8, , , , , , , , ,20170930
100277,ALICIA KENNER,Large day care home,608 Cameron ST,Brush,CO,80723,Morgan,Brush,-103.624697,40.259442, , ,Level 1,12, , ,9/30/2017 0:00,1,1,9/30/2017 0:00,1,1,20170930
100293,HIGHLAND ELEMENTARY SCHOOL,School age child care,711 E EUCLID AVE,CENTENNIAL,CO,80121,Arapahoe,Southwest Arapahoe,-104.979904,39.597882, , , ,601,1,1,7/31/2017 0:00,1,1,7/31/2020 0:00,4,1,20170930
